chr	pos	Hypo.pos	EM.pos	Hyper.pos	max.p	mCstatus	meanDiff	DM.status	index	meanCov.test	meanCov.control
chr1	704124	0	1	0	1	0	0	0	28	21.5	24.5
chr1	704127	0	1	0	1	0	0	0	29	21.5	24.5
chr1	704140	0	1	0	1	0	0	0	30	21.5	24.5
chr1	704155	0	1	0	1	0	0	0	31	21	24
chr1	704163	0	1	0	1	0	-0.0312	0	32	16.75	18.25
chr1	704395	0	1	0	1	0	0	0	33	13.75	18.75
chr1	704406	0	1	0	1	0	0	0	34	14	19
chr1	704409	0	1	0	1	0	0	0	35	14	19
chr1	704428	0	1	0	1	0	0	0	36	14	19
chr1	752532	0	1	0	1	0	-0.0105	0	37	34.25	42.75
chr1	752542	0	1	0	1	0	0	0	38	34.5	43
chr1	752561	0	1	0	1	0	0	0	39	31.5	40
chr1	752571	0	1	0	1	0	0	0	40	33.5	41.75
chr1	752656	0	1	0	1	0	0.0049	0	41	126.5	89.5
chr1	752669	0	1	0	1	0	0	0	42	126.75	89.75
chr1	752672	0	1	0	1	0	0.0015	0	43	126.75	89.75
chr1	752688	0	1	0	1	0	0.0016	0	44	119.25	82
chr1	752760	0	1	0	1	0	0	0	45	123.25	99
chr1	752775	0	1	0	1	0	-0.0053	0	46	123.25	99.25
chr1	752778	0	1	0	1	0	-0.0016	0	47	123.25	99.25
chr1	752780	0	1	0	1	0	-0.0026	0	48	123.25	99.25
chr1	752782	0	1	0	1	0	-0.0104	0	49	123.25	99.25
chr1	752789	0	1	0	1	0	-0.0072	0	50	119.25	98
chr1	752794	0	1	0	1	0	7e-04	0	51	120.75	97
chr1	752796	0	1	0	1	0	0.0061	0	52	122	98.5
chr1	752800	0	1	0	1	0	-0.0026	0	53	121	98.25
chr1	758123	0	1	0	1	0	0.0736	0	54	21.75	18.25
chr1	783632	0	0.8	0.2	0.8	0	0.3144	0	55	60.25	42
chr1	788948	0	1	0	1	0	-0.0354	0	56	99	64.75
chr1	788984	0	1	0	1	0	-0.0241	0	57	97.5	65.25
chr1	795190	0	1	0	1	0	0.002	0	58	81.25	70.5
chr1	795201	0	1	0	1	0	0	0	59	81.5	70.75
chr1	795204	0	1	0	1	0	0.0053	0	60	81.5	70.75
chr1	795215	0	1	0	1	0	0.0213	0	61	79.75	69.25
chr1	795274	0	1	0	1	0	0.0812	0	62	14.25	16.25
chr1	795291	0	1	0	1	0	0.0469	0	63	14.25	16.25
chr1	795297	0	1	0	1	0	0.0561	0	64	14.25	16.25
chr1	795299	0	1	0	1	0	0.0625	0	65	14	16
chr1	795307	0	1	0	1	0	0.0518	0	66	14	16.25
chr1	795312	0	1	0	1	0	0.1644	0	67	13.5	16
chr1	795330	0	1	0	1	0	0.0255	0	68	70.75	71.5
chr1	795337	0	1	0	1	0	0.1785	0	69	71	71.5
chr1	795340	0	1	0	1	0	0.3025	0	70	71	71.5
chr1	795342	0	0.9333	0.0667	0.9333	0	0.2933	0	71	71	71.5
chr1	795347	0	0.7	0.3	0.7	0	0.3228	0	72	71	71.75
chr1	795349	0	0.7	0.3	0.7	0	0.2968	0	73	71	71.75
chr1	795361	0	0.1333	0.8667	0.8667	1	0.4652	1	74	69	70.25
chr1	795363	0	0.0667	0.9333	0.9333	1	0.503	1	75	67.25	66.5
chr1	798985	0	1	0	1	0	0.0151	0	76	36.5	40
chr1	798998	0	1	0	1	0	0	0	77	36.5	40.25
chr1	799008	0	1	0	1	0	-0.0072	0	78	36.5	40.25
chr1	799019	0	1	0	1	0	-0.0414	0	79	27.75	34.25
chr1	799033	0	0.9667	0.0333	0.9667	0	0.033	0	80	15.5	22
chr1	823669	0.0333	0.9667	0	0.9667	0	0.0361	0	81	16.5	9.5
chr1	828158	0	1	0	1	0	0.001	0	82	104.5	62.75
chr1	828165	0	1	0	1	0	-0.0774	0	83	105.25	63
chr1	828171	0	1	0	1	0	-0.0139	0	84	105.25	63
chr1	829218	0	0.9	0.1	0.9	0	0.0332	0	85	86	67.25
chr1	829260	0	1	0	1	0	-0.2126	0	86	76.25	61
chr1	829263	0	0.9667	0.0333	0.9667	0	-0.1503	0	87	69	56.5
chr1	829298	0.0333	0.9333	0.0333	0.9333	0	0.0775	0	88	40.75	24
chr1	829327	0	0.9667	0.0333	0.9667	0	-0.0347	0	89	41.25	24
chr1	829379	0	0.9667	0.0333	0.9667	0	-0.0415	0	90	128.5	94.25
chr1	829624	0	1	0	1	0	-0.0444	0	91	8.5	13.5
chr1	829641	0	1	0	1	0	0	0	92	8.5	13.5
chr1	829643	0	1	0	1	0	-0.0132	0	93	8.5	13.5
chr1	829659	0	1	0	1	0	0	0	94	4	8.75
chr1	830142	0	1	0	1	0	0	0	95	10	8.5
chr1	830156	0	1	0	1	0	0	0	96	9.25	8
chr1	830158	0	1	0	1	0	0	0	97	9.25	8
chr1	830166	0	1	0	1	0	0	0	98	9.25	8
chr1	830237	0	1	0	1	0	0	0	99	7.25	16
chr1	830246	0	1	0	1	0	0.0125	0	100	7.25	16
chr1	830257	0	1	0	1	0	0.1318	0	101	7.25	16
chr1	830276	0	1	0	1	0	0	0	102	5.25	11.25
chr1	830280	0	1	0	1	0	0	0	103	5	11
chr1	832006	0.0667	0.8667	0.0667	0.8667	0	-0.2455	0	104	43.25	42.75
chr1	833084	0	1	0	1	0	0.125	0	105	11.5	7.75
chr1	833101	0	1	0	1	0	-0.0061	0	106	11.5	7.75
chr1	833122	0	1	0	1	0	0.0145	0	107	10.5	7.25
chr1	835064	0	1	0	1	0	0.1855	0	108	28.75	29
chr1	835068	0	0.8333	0.1667	0.8333	0	0.2497	0	109	28.75	29
chr1	835073	0.0667	0.7	0.2333	0.7	0	0.1986	0	110	28.75	29
chr1	835088	0	0.6333	0.3667	0.6333	0	0.2766	0	111	28.75	29
chr1	835110	0	0.8667	0.1333	0.8667	0	0.0965	0	112	54	62.25
chr1	835114	0	0.7	0.3	0.7	0	0.3734	0	113	25.25	33.25
chr1	835119	0	0.6667	0.3333	0.6667	0	0.2773	0	114	25.25	33.25
chr1	835134	0.0667	0.8333	0.1	0.8333	0	0.2168	0	115	25.25	33.25
chr1	835141	0	0.9667	0.0333	0.9667	0	0.1748	0	116	25.25	33
chr1	835199	0	1	0	1	0	0.3149	0	117	9.5	21.75
chr1	835202	0	1	0	1	0	0.4338	0	118	9.5	21.25
chr1	835204	0	1	0	1	0	0.346	0	119	9.5	21.25
chr1	835227	0	1	0	1	0	0.2064	0	120	6	12.75
chr1	835239	0.0333	0.9667	0	0.9667	0	0.32	0	121	17	29.25
chr1	835253	0	0.8333	0.1667	0.8333	0	0.3208	0	122	17	27.75
chr1	835263	0.0333	0.9333	0.0333	0.9333	0	0.3184	0	123	17	27.75
chr1	835271	0	0.5	0.5	0.5	0	0.4144	0	124	17	27.25
chr1	835321	0.0667	0.8	0.1333	0.8	0	0.2646	0	125	31.5	42
chr1	835325	0	0.8333	0.1667	0.8333	0	0.3766	0	126	31.25	41.25
chr1	835327	0	1	0	1	0	0.2817	0	127	31.25	41.25
chr1	835330	0	1	0	1	0	0.3015	0	128	31.25	41.25
chr1	835332	0	1	0	1	0	0.2621	0	129	31.25	41.25
chr1	835349	0	1	0	1	0	0.2917	0	130	30.75	40.25
chr1	835352	0	1	0	1	0	0.292	0	131	29	38.5
chr1	835451	0	1	0	1	0	0.1586	0	132	20	21
chr1	835455	0	1	0	1	0	0.1267	0	133	20	20.75
chr1	835463	0	1	0	1	0	0.0756	0	134	20	20.75
chr1	835478	0	1	0	1	0	0.2606	0	135	14.25	14.5
chr1	835600	0	1	0	1	0	0.2756	0	136	15	13.75
chr1	835615	0	1	0	1	0	0.2368	0	137	15	13.75
chr1	835621	0	1	0	1	0	0.3103	0	138	15	13.75
chr1	835710	0	0.8667	0.1333	0.8667	0	-0.101	0	139	60.25	51.75
chr1	835740	0	0.9333	0.0667	0.9333	0	0.2141	0	140	55.75	47.75
chr1	835742	0	0.5	0.5	0.5	0	0.373	0	141	47.25	41.25
chr1	835745	0.0333	0.9	0.0667	0.9	0	0.0381	0	142	14.5	18.25
chr1	836081	0.0667	0.9333	0	0.9333	0	-0.051	0	143	56.5	42.5
chr1	837402	0	1	0	1	0	-0.03	0	144	34.25	22.5
chr1	838371	0	1	0	1	0	0.1206	0	145	48.75	41.25
chr1	838386	0	1	0	1	0	0.0342	0	146	49	41.5
chr1	838456	0	1	0	1	0	0.0128	0	147	73	51.5
chr1	838472	0	1	0	1	0	-0.0261	0	148	73.5	52.5
chr1	841675	0	1	0	1	0	0.0693	0	149	65.25	39.25
chr1	841778	0	0.3	0.7	0.7	1	0.4799	1	150	27.5	30
chr1	843688	0.0667	0.6333	0.3	0.6333	0	-0.1686	0	151	22.25	20.5
chr1	843699	0.0333	0.9667	0	0.9667	0	-0.0859	0	152	22.25	20.75
chr1	843713	0	0.9667	0.0333	0.9667	0	-0.15	0	153	22.75	21
chr1	846214	0	1	0	1	0	0.0104	0	154	84.5	68
chr1	846506	0	1	0	1	0	-0.002	0	155	53	65.5
chr1	846514	0	1	0	1	0	-0.0041	0	156	53	65.5
chr1	846541	0	1	0	1	0	0.002	0	157	50.25	60.25
chr1	846548	0	1	0	1	0	-0.0013	0	158	50.25	61
chr1	848842	0	0.9667	0.0333	0.9667	0	0.2156	0	159	26.5	31
chr1	848852	0	0.5333	0.4667	0.5333	0	0.3621	0	160	26.5	31
chr1	848868	0	0.1333	0.8667	0.8667	1	0.3758	1	161	25.5	31
chr1	848873	0	0.0667	0.9333	0.9333	1	0.4785	1	162	24.75	30.25
chr1	848889	0	0.8333	0.1667	0.8333	0	0.3518	0	163	21.75	28
chr1	848949	0	1	0	1	0	0.0547	0	164	30.75	23.25
chr1	848954	0	1	0	1	0	0.2765	0	165	31	22.75
chr1	848956	0	1	0	1	0	0.0498	0	166	31	22.75
chr1	848981	0	1	0	1	0	0.0088	0	167	30	22.25
chr1	848983	0	1	0	1	0	0	0	168	29.5	21.25
chr1	848985	0	1	0	1	0	0.0268	0	169	29.5	21.25
chr1	849068	0	1	0	1	0	0	0	170	37.75	33.5
chr1	849077	0	1	0	1	0	0	0	171	36.25	32.25
chr1	849082	0	1	0	1	0	0	0	172	36.25	32.25
chr1	849086	0	1	0	1	0	0	0	173	36.25	32.25
chr1	849091	0	1	0	1	0	0	0	174	36.25	32.25
chr1	849100	0	1	0	1	0	0	0	175	31.25	27.5
chr1	849102	0	1	0	1	0	0	0	176	30.25	24.25
chr1	849110	0	1	0	1	0	0	0	177	25	21.5
chr1	849112	0	1	0	1	0	0	0	178	21.25	18.5
chr1	849115	0	1	0	1	0	0	0	179	20	17.5
chr1	849127	0	1	0	1	0	-0.0062	0	180	45	42
chr1	849133	0	1	0	1	0	0	0	181	45	42
chr1	849156	0	1	0	1	0	-0.0089	0	182	16.25	20.75
chr1	849192	0	1	0	1	0	-6e-04	0	183	32	27.75
chr1	849196	0	1	0	1	0	0	0	184	32	28
chr1	849200	0	1	0	1	0	0	0	185	32	28
chr1	849202	0	1	0	1	0	0	0	186	32	28
chr1	849204	0	1	0	1	0	0	0	187	32	28
chr1	849214	0	1	0	1	0	0	0	188	32	28
chr1	849216	0	1	0	1	0	0	0	189	10	8.75
chr1	849238	0	1	0	1	0	0	0	190	14	2
chr1	849393	0	1	0	1	0	0.0017	0	191	53.25	48.25
chr1	849403	0	1	0	1	0	0	0	192	52.75	48.5
chr1	849419	0	1	0	1	0	0	0	193	52.5	48.5
chr1	849422	0	1	0	1	0	0	0	194	52.25	47.5
chr1	849426	0	1	0	1	0	0	0	195	52.5	47.5
chr1	849429	0	1	0	1	0	0	0	196	50.25	45.75
chr1	849434	0	1	0	1	0	0	0	197	50.75	45.5
chr1	849439	0	1	0	1	0	-0.0214	0	198	47	41.25
chr1	849500	0	1	0	1	0	-0.0141	0	199	55	55.5
chr1	849513	0	1	0	1	0	0.0032	0	200	55.25	55.5
chr1	849517	0	1	0	1	0	-0.0065	0	201	55	55.5
chr1	849520	0	1	0	1	0	0	0	202	55	55.5
chr1	849522	0	1	0	1	0	-0.006	0	203	55	55.5
chr1	849528	0	1	0	1	0	0	0	204	35	40.75
chr1	849531	0	1	0	1	0	0.0109	0	205	16.25	20.75
chr1	849700	0	1	0	1	0	0.0051	0	206	57.25	41
chr1	849705	0	1	0	1	0	0	0	207	57.5	41.25
chr1	849707	0	1	0	1	0	0	0	208	57.5	41.25
chr1	849733	0	1	0	1	0	0.0028	0	209	55.25	40.75
chr1	849742	0	1	0	1	0	0	0	210	54	39
chr1	849845	0	1	0	1	0	0	0	211	12.25	8.5
chr1	849851	0	1	0	1	0	0	0	212	12.5	8.25
chr1	849868	0	1	0	1	0	0	0	213	12.5	8.25
chr1	849871	0	1	0	1	0	0	0	214	12.5	8.25
chr1	849876	0	1	0	1	0	0	0	215	12.25	8.25
chr1	849883	0	1	0	1	0	0	0	216	11.5	8.25
chr1	850217	0	1	0	1	0	0	0	217	18	25
chr1	850224	0	1	0	1	0	0	0	218	18	25
chr1	850226	0	1	0	1	0	0	0	219	18	25
chr1	850233	0	1	0	1	0	0	0	220	18	25
chr1	850250	0	1	0	1	0	0	0	221	17.5	24.75
chr1	850255	0	1	0	1	0	0.0092	0	222	16.5	23.75
chr1	850263	0	1	0	1	0	0	0	223	12.5	16.75
chr1	850562	0	1	0	1	0	0.0846	0	224	54.75	58.75
chr1	850568	0	1	0	1	0	0.0532	0	225	51.5	57.25
chr1	850572	0	0.9667	0.0333	0.9667	0	0.1896	0	226	51.5	56.75
chr1	850574	0	1	0	1	0	0.1303	0	227	51.5	57
chr1	850576	0	1	0	1	0	0.1497	0	228	51.5	56.75
chr1	850579	0	1	0	1	0	0.1365	0	229	51.5	57
chr1	850591	0	1	0	1	0	0.0959	0	230	47.25	50.5
chr1	850596	0	1	0	1	0	0.0484	0	231	37.75	39.5
chr1	850599	0	1	0	1	0	0.025	0	232	35.25	35.75
chr1	850601	0	1	0	1	0	0.057	0	233	38.5	40.5
chr1	850607	0	1	0	1	0	0.12	0	234	15.75	12.75
chr1	850609	0	1	0	1	0	0.113	0	235	16.5	11.25
chr1	850703	0	1	0	1	0	0.1387	0	236	41.75	43.75
chr1	850719	0	1	0	1	0	0.1227	0	237	41.75	43.75
chr1	850726	0	1	0	1	0	0.2418	0	238	42	43.75
chr1	850733	0	0.9667	0.0333	0.9667	0	0.1943	0	239	41.5	40.5
chr1	850736	0	1	0	1	0	0.2081	0	240	41.75	42
chr1	850738	0	1	0	1	0	0.1398	0	241	40.75	40.75
chr1	850917	0	1	0	1	0	0.0614	0	242	22.5	34.25
chr1	850927	0	1	0	1	0	0.0592	0	243	20.75	31.25
chr1	850940	0	0.9667	0.0333	0.9667	0	0.2312	0	244	20.75	31.25
chr1	850943	0	0.9667	0.0333	0.9667	0	0.2968	0	245	19.75	31.25
chr1	850953	0	1	0	1	0	0.3512	0	246	16.25	25.25
chr1	850962	0	1	0	1	0	0.088	0	247	78	86.75
chr1	850995	0	0.9	0.1	0.9	0	0.2526	0	248	62	65.25
chr1	850998	0	0.6	0.4	0.6	0	0.3366	0	249	62	64.5
chr1	851002	0	0.5333	0.4667	0.5333	0	0.4028	0	250	61.5	65.25
chr1	851004	0	0.4	0.6	0.6	1	0.2649	0	251	61	64.25
chr1	851081	0	0.0333	0.9667	0.9667	1	0.6253	1	252	5.5	8.75
chr1	851104	0	0.2667	0.7333	0.7333	1	0.7374	1	253	5.5	9
chr1	851113	0	0.7667	0.2333	0.7667	0	0.5658	0	254	5.5	8.25
chr1	851115	0	1	0	1	0	0.508	0	255	5.5	7.75
chr1	851123	0	1	0	1	0	0.6263	0	256	5.25	6.75
chr1	851128	0	1	0	1	0	0.5045	0	257	3.5	6.5
chr1	854176	0	1	0	1	0	-0.1235	0	258	86	68
chr1	854666	0	1	0	1	0	-0.1172	0	259	77	49.75
chr1	854682	0	1	0	1	0	-0.1078	0	260	76.75	50
chr1	855401	0	0.9667	0.0333	0.9667	0	-0.006	0	261	6.75	6.5
chr1	855407	0.0667	0.9333	0	0.9333	0	-0.2143	0	262	6.75	6.5
chr1	855430	0	1	0	1	0	0.0387	0	263	6.75	6.75
chr1	855446	0	0.9667	0.0333	0.9667	0	-0.0492	0	264	8.75	8
chr1	855464	0	1	0	1	0	0.0312	0	265	6.75	6.25
chr1	855487	0	1	0	1	0	-0.1667	0	266	6.75	6.25
chr1	855596	0	1	0	1	0	-0.0206	0	267	69.75	59.5
chr1	855608	0	1	0	1	0	0.0198	0	268	70	60.25
chr1	856503	0.2	0.7667	0.0333	0.7667	0	-0.307	0	269	118.75	86.5
chr1	857733	0	0.9	0.1	0.9	0	0.1157	0	270	71	68
chr1	857754	0	1	0	1	0	0.1332	0	271	71.25	68
chr1	857776	0	1	0	1	0	0.0752	0	272	59	62
chr1	858338	0	0.1	0.9	0.9	1	0.5268	1	273	22.25	12
chr1	858368	0.0333	0.0333	0.9333	0.9333	1	0.599	1	274	22.25	12
chr1	858379	0	0.1333	0.8667	0.8667	1	0.5839	1	275	18.5	10.25
chr1	858438	0	0.9333	0.0667	0.9333	0	0.275	0	276	11.75	6.5
chr1	858464	0	1	0	1	0	0.35	0	277	11.75	6.5
chr1	858473	0	0.9333	0.0667	0.9333	0	0.4442	0	278	11.5	5.75
chr1	859013	0	1	0	1	0	0.0741	0	279	36	25
chr1	859033	0	1	0	1	0	0.2242	0	280	36.25	25.25
chr1	860288	0	0.9333	0.0667	0.9333	0	0.0079	0	281	17	15.75
chr1	860306	0	1	0	1	0	-0.0895	0	282	17	15.75
chr1	860322	0.1	0.9	0	0.9	0	-0.056	0	283	16.75	15
chr1	860436	0.0667	0.8333	0.1	0.8333	0	-0.0347	0	284	114.75	90.5
chr1	860447	0.1667	0.7667	0.0667	0.7667	0	-0.1116	0	285	115	90.75
chr1	860462	0.3667	0.6333	0	0.6333	0	-0.1457	0	286	114	91
chr1	860482	0.2	0.7	0.1	0.7	0	-0.1652	0	287	71.5	57.5
chr1	860673	0.0667	0.9	0.0333	0.9	0	-0.1492	0	288	28.25	32.5
chr1	860685	0	0.9333	0.0667	0.9333	0	0.0864	0	289	28.25	32.75
chr1	861370	0	1	0	1	0	0.0417	0	290	1.5	2.25
chr1	861403	0	1	0	1	0	-0.0834	0	291	1.75	2.25
chr1	861409	0	1	0	1	0	-0.2917	0	292	1.75	2.25
chr1	862248	0	1	0	1	0	-0.0253	0	293	5.5	13
chr1	862275	0	1	0	1	0	0.0835	0	294	5.25	12.75
chr1	862281	0	1	0	1	0	0	0	295	5	12.75
chr1	862291	0	1	0	1	0	0.1725	0	296	62.75	49.25
chr1	862308	0	1	0	1	0	0.0161	0	297	58.75	39
chr1	862318	0	1	0	1	0	-0.0078	0	298	58.75	39.25
chr1	862331	0	1	0	1	0	-0.0063	0	299	57.25	37.5
chr1	862955	0	1	0	1	0	0.0323	0	300	31.5	26.25
chr1	862969	0	1	0	1	0	0.0562	0	301	31.75	26.25
chr1	862980	0	1	0	1	0	0.0381	0	302	32.5	26.25
chr1	863004	0	1	0	1	0	-0.0072	0	303	22.75	20.25
chr1	864501	0	1	0	1	0	0.1519	0	304	16.5	19.5
chr1	864521	0	1	0	1	0	0.0193	0	305	16.5	19.5
chr1	864533	0	0.9667	0.0333	0.9667	0	0.1255	0	306	9.5	10.5
chr1	864535	0	0.9667	0.0333	0.9667	0	0.216	0	307	9	9.5
chr1	865090	0	0.9667	0.0333	0.9667	0	-0.0486	0	308	48.75	31.5
chr1	865172	0	0.9333	0.0667	0.9333	0	0.3333	0	309	2.5	6.25
chr1	865177	0	1	0	1	0	0.1875	0	310	2.5	6.25
chr1	865208	0	1	0	1	0	0.3177	0	311	2.5	6.25
chr1	865227	0	1	0	1	0	0.1582	0	312	62.75	48.25
chr1	865238	0	1	0	1	0	0.1293	0	313	62.75	48.25
chr1	865251	0.0333	0.9667	0	0.9667	0	0.0836	0	314	62.75	48.25
chr1	865594	0	1	0	1	0	-0.0044	0	315	48.75	55.5
chr1	865598	0	1	0	1	0	0.0042	0	316	49	55.5
chr1	865604	0	1	0	1	0	-0.0064	0	317	49	55.5
chr1	865606	0	1	0	1	0	0	0	318	49	55.5
chr1	865612	0	1	0	1	0	0.006	0	319	49	55.5
chr1	865622	0	1	0	1	0	0	0	320	48.25	52
chr1	865631	0	1	0	1	0	0.0047	0	321	44.25	46.75
chr1	865636	0	1	0	1	0	0.0062	0	322	39.5	43.75
chr1	865640	0	1	0	1	0	0	0	323	25.5	29.5
chr1	865679	0	1	0	1	0	0.0064	0	324	67.75	45.5
chr1	865684	0	1	0	1	0	-0.0078	0	325	68	45.5
chr1	865697	0	1	0	1	0	0.0067	0	326	68	45.75
chr1	865703	0	1	0	1	0	0	0	327	67.75	45.75
chr1	865728	0	1	0	1	0	0	0	328	42.5	29.5
chr1	865783	0	1	0	1	0	0.0034	0	329	171.25	167.25
chr1	865787	0	1	0	1	0	0.0065	0	330	171.5	167.25
chr1	865801	0	1	0	1	0	0.0093	0	331	171.5	167.25
chr1	865815	0	1	0	1	0	0.0105	0	332	171.75	166.75
chr1	865817	0	1	0	1	0	0.0212	0	333	170.75	166.25
chr1	865820	0	1	0	1	0	0.0314	0	334	169.25	164.75
chr1	865829	0	1	0	1	0	0.0042	0	335	163	162.5
chr1	865831	0	1	0	1	0	0.0055	0	336	156.75	153.25
chr1	866401	0	1	0	1	0	0.1006	0	337	5	24
chr1	866414	0	1	0	1	0	0	0	338	5	24.25
chr1	866670	0	1	0	1	0	0.1283	0	339	39.25	33.25
chr1	866679	0	1	0	1	0	0.0912	0	340	39.5	33.25
chr1	866684	0	1	0	1	0	0.1988	0	341	39.5	33.25
chr1	866696	0.0333	0.9	0.0667	0.9	0	0.1056	0	342	40	33.5
chr1	866811	0	1	0	1	0	-2e-04	0	343	117.75	90.75
chr1	866821	0	1	0	1	0	0.0103	0	344	118.5	91.75
chr1	866831	0	1	0	1	0	-0.0033	0	345	118.5	92
chr1	866856	0	1	0	1	0	0.0032	0	346	97.5	79.5
chr1	866941	0	1	0	1	0	0	0	347	72.5	51.5
chr1	866950	0	1	0	1	0	0	0	348	72.5	51.75
chr1	866963	0	1	0	1	0	0	0	349	72.75	52
chr1	866968	0	1	0	1	0	0.0034	0	350	70.75	51
chr1	866973	0	1	0	1	0	0.0117	0	351	68	50.25
chr1	866978	0	1	0	1	0	-0.0026	0	352	69	49
chr1	867063	0	1	0	1	0	-0.0061	0	353	79.25	68.5
chr1	867070	0	1	0	1	0	0.0015	0	354	79.5	69
chr1	867080	0	1	0	1	0	0	0	355	79.5	69
chr1	867086	0	1	0	1	0	0	0	356	79.5	69
chr1	867095	0	1	0	1	0	0	0	357	78.25	68
chr1	867098	0	1	0	1	0	0	0	358	75.25	65.5
chr1	867102	0	1	0	1	0	-0.0025	0	359	69.25	62.75
chr1	867108	0	1	0	1	0	0	0	360	60.5	56
chr1	867133	0	1	0	1	0	-0.005	0	361	25	34.25
chr1	867136	0	1	0	1	0	0	0	362	25	34.25
chr1	867141	0	1	0	1	0	0	0	363	25	34.25
chr1	867143	0	1	0	1	0	-0.005	0	364	25	34.25
chr1	867155	0	1	0	1	0	0	0	365	25	34.25
chr1	867164	0	1	0	1	0	-0.0051	0	366	24.5	33.75
chr1	867167	0	1	0	1	0	-0.0056	0	367	20.5	30.25
chr1	867170	0	1	0	1	0	-0.0062	0	368	15.75	24.75
chr1	867174	0	1	0	1	0	0	0	369	8.75	16
chr1	867177	0	1	0	1	0	0	0	370	12.25	20
chr1	867185	0	1	0	1	0	0	0	371	8.5	12
chr1	867191	0	1	0	1	0	0	0	372	8.5	12
chr1	867193	0	1	0	1	0	0	0	373	8.5	12
chr1	867196	0	1	0	1	0	0	0	374	8.5	12
chr1	867199	0	1	0	1	0	0	0	375	8.5	12
chr1	867202	0	1	0	1	0	0	0	376	8	11.75
chr1	867215	0	1	0	1	0	0	0	377	6.25	8.5
chr1	867218	0	1	0	1	0	0	0	378	5.25	7
chr1	867221	0	1	0	1	0	-0.0028	0	379	118.75	102.5
chr1	867224	0	1	0	1	0	0.002	0	380	115	99
chr1	867230	0	1	0	1	0	0	0	381	115.25	99
chr1	867239	0	1	0	1	0	-0.0031	0	382	115.25	99
chr1	867241	0	1	0	1	0	0.0011	0	383	115.25	99
chr1	867243	0	1	0	1	0	0.0062	0	384	115.25	99
chr1	867254	0	1	0	1	0	-9e-04	0	385	112.75	94.75
chr1	867259	0	1	0	1	0	0	0	386	110	91.25
chr1	867266	0	1	0	1	0	0.0023	0	387	101	87.75
chr1	867547	0	1	0	1	0	-0.0125	0	388	15.25	17
chr1	867562	0	1	0	1	0	-0.0312	0	389	15.5	17
chr1	867568	0	1	0	1	0	0.0188	0	390	15.5	17
chr1	867573	0	1	0	1	0	-0.0938	0	391	15.5	17
chr1	867600	0	1	0	1	0	0.0167	0	392	8.25	5.5
chr1	867605	0	1	0	1	0	0.05	0	393	8.25	5.5
chr1	867610	0	1	0	1	0	0.05	0	394	8.25	5.5
chr1	867615	0	1	0	1	0	0.05	0	395	8.25	5.5
chr1	867624	0	1	0	1	0	0	0	396	8.25	5.5
chr1	867630	0	1	0	1	0	0	0	397	8.25	5.5
chr1	867632	0	1	0	1	0	0	0	398	8.25	5.5
chr1	867712	0	1	0	1	0	0.0253	0	399	12.75	21.25
chr1	867730	0	1	0	1	0	0.0355	0	400	12.25	23.25
chr1	867739	0	0.9667	0.0333	0.9667	0	0.1113	0	401	11.5	20.75
chr1	867747	0	1	0	1	0	-0.0141	0	402	11.5	20.75
chr1	867751	0	1	0	1	0	0.1039	0	403	11.5	20.75
chr1	868048	0	1	0	1	0	-0.25	0	404	3.75	2.75
chr1	868062	0	1	0	1	0	-0.075	0	405	3.75	2.75
chr1	868064	0	1	0	1	0	-0.0333	0	406	3.75	2.75
